customer_key,segment,signup_year
17277,Consumer,2020
17278,Small Business,2023
17279,Consumer,2019
17280,Consumer,2025
17281,Consumer,2022
17282,Consumer,2025
17283,Small Business,2025
17284,Consumer,2022
17285,Consumer,2021
17286,Consumer,2019
17287,Consumer,2025
17288,Consumer,2023
17289,Consumer,2021
17290,Consumer,2020
17291,Small Business,2024
17292,Consumer,2019
17293,Consumer,2023
17294,Consumer,2020
17295,Small Business,2023
17296,Consumer,2019
17297,Consumer,2024
17298,Consumer,2022
17299,Consumer,2022
17300,Consumer,2025
17301,Consumer,2020
17302,Small Business,2023
17303,Consumer,2022
17304,Enterprise,2023
17305,Consumer,2023
17306,Consumer,2024
17307,Consumer,2021
17308,Consumer,2020
17309,Small Business,2023
17310,Consumer,2023
17311,Small Business,2025
17312,Consumer,2023
17313,Consumer,2020
17314,Consumer,2021
17315,Consumer,2023
17316,Consumer,2021
17317,Small Business,2025
17318,Consumer,2023
17319,Consumer,2021
17320,Small Business,2024
17321,Consumer,2023
17322,Small Business,2021
17323,Consumer,2021
17324,Small Business,2023
17325,Consumer,2020
17326,Enterprise,2023
17327,Consumer,2021
17328,Small Business,2025
17329,Consumer,2023
17330,Small Business,2024
17331,Small Business,2022
17332,Small Business,2020
17333,Consumer,2023
17334,Consumer,2023
17335,Small Business,2020
17336,Consumer,2025
17337,Consumer,2019
17338,Consumer,2021
17339,Consumer,2019
17340,Consumer,2024
17341,Consumer,2022
17342,Consumer,2022
17343,Consumer,2025
17344,Small Business,2022
17345,Consumer,2022
17346,Small Business,2022
17347,Consumer,2025
17348,Consumer,2021
17349,Consumer,2020
17350,Consumer,2021
17351,Consumer,2022
17352,Consumer,2024
17353,Consumer,2025
17354,Consumer,2022
17355,Consumer,2022
17356,Small Business,2025
17357,Consumer,2023
17358,Consumer,2019
17359,Consumer,2023
17360,Small Business,2024
17361,Consumer,2024
17362,Consumer,2020
17363,Small Business,2022
17364,Consumer,2024
17365,Small Business,2025
17366,Consumer,2025
17367,Small Business,2024
17368,Consumer,2024
17369,Consumer,2021
17370,Consumer,2023
17371,Consumer,2019
17372,Consumer,2019
17373,Consumer,2020
17374,Consumer,2025
17375,Small Business,2020
17376,Consumer,2021
17377,Small Business,2024
17378,Consumer,2019
17379,Consumer,2020
17380,Consumer,2019
17381,Small Business,2023
17382,Small Business,2024
17383,Consumer,2025
17384,Consumer,2024
17385,Small Business,2024
17386,Consumer,2024
17387,Consumer,2025
17388,Consumer,2022
17389,Consumer,2019
17390,Small Business,2023
17391,Small Business,2021
17392,Small Business,2025
17393,Consumer,2022
17394,Consumer,2023
17395,Consumer,2022
17396,Consumer,2021
17397,Consumer,2025
17398,Small Business,2025
17399,Consumer,2025
17400,Consumer,2025
17401,Consumer,2019
17402,Consumer,2023
17403,Consumer,2021
17404,Consumer,2022
17405,Consumer,2022
17406,Consumer,2025
17407,Small Business,2024
17408,Consumer,2024
17409,Small Business,2023
17410,Consumer,2019
17411,Consumer,2020
17412,Consumer,2025
17413,Enterprise,2019
17414,Consumer,2024
17415,Consumer,2023
17416,Enterprise,2024
17417,Enterprise,2025
17418,Consumer,2021
17419,Small Business,2023
17420,Consumer,2019
17421,Consumer,2021
17422,Consumer,2020
17423,Enterprise,2024
17424,Consumer,2021
17425,Small Business,2021
17426,Consumer,2022
17427,Consumer,2023
17428,Consumer,2023
17429,Small Business,2025
17430,Small Business,2022
17431,Small Business,2023
17432,Small Business,2021
17433,Consumer,2023
17434,Enterprise,2020
17435,Consumer,2020
17436,Consumer,2024
17437,Consumer,2023
17438,Consumer,2024
17439,Consumer,2024
17440,Consumer,2021
17441,Consumer,2024
17442,Small Business,2020
17443,Small Business,2019
17444,Consumer,2020
17445,Enterprise,2023
17446,Consumer,2023
17447,Consumer,2024
17448,Small Business,2024
17449,Consumer,2020
17450,Small Business,2024
17451,Consumer,2022
17452,Consumer,2025
17453,Consumer,2019
17454,Enterprise,2024
17455,Consumer,2023
17456,Consumer,2022
17457,Consumer,2025
17458,Consumer,2020
17459,Consumer,2021
17460,Small Business,2021
17461,Consumer,2022
17462,Consumer,2020
17463,Consumer,2023
17464,Consumer,2019
17465,Small Business,2019
17466,Small Business,2020
17467,Consumer,2022
17468,Consumer,2019
17469,Consumer,2023
17470,Small Business,2020
17471,Enterprise,2024
17472,Small Business,2024
17473,Consumer,2024
17474,Consumer,2022
17475,Enterprise,2022
17476,Consumer,2021
17477,Consumer,2019
17478,Small Business,2020
17479,Small Business,2020
17480,Consumer,2023
17481,Consumer,2019
17482,Small Business,2025
17483,Consumer,2019
17484,Small Business,2021
17485,Consumer,2021
17486,Small Business,2024
17487,Small Business,2023
17488,Consumer,2025
17489,Consumer,2025
17490,Consumer,2024
17491,Small Business,2020
17492,Consumer,2023
17493,Consumer,2023
17494,Small Business,2021
17495,Small Business,2019
17496,Small Business,2019
17497,Consumer,2021
17498,Enterprise,2024
17499,Small Business,2020
17500,Consumer,2025
17501,Enterprise,2021
17502,Consumer,2023
17503,Small Business,2019
17504,Small Business,2019
17505,Consumer,2022
17506,Consumer,2019
17507,Consumer,2023
17508,Consumer,2021
17509,Consumer,2020
17510,Small Business,2025
17511,Consumer,2021
17512,Consumer,2019
17513,Consumer,2019
17514,Consumer,2021
17515,Consumer,2022
17516,Consumer,2022
17517,Consumer,2022
17518,Consumer,2019
17519,Small Business,2020
17520,Consumer,2019
17521,Consumer,2022
17522,Small Business,2019
17523,Enterprise,2024
17524,Consumer,2022
17525,Small Business,2020
17526,Small Business,2021
17527,Small Business,2019
17528,Consumer,2019
17529,Consumer,2023
17530,Consumer,2022
17531,Small Business,2019
17532,Small Business,2024
17533,Consumer,2025
17534,Consumer,2023
17535,Consumer,2025
17536,Consumer,2023
17537,Small Business,2025
17538,Consumer,2022
17539,Consumer,2024
17540,Consumer,2024
17541,Small Business,2021
17542,Small Business,2019
17543,Consumer,2021
17544,Consumer,2020
17545,Small Business,2025
17546,Small Business,2023
17547,Consumer,2025
17548,Consumer,2021
17549,Consumer,2022
17550,Consumer,2020
17551,Consumer,2022
17552,Enterprise,2019
17553,Consumer,2021
17554,Small Business,2025
17555,Consumer,2023
17556,Consumer,2024
17557,Consumer,2024
17558,Consumer,2019
17559,Small Business,2022
17560,Consumer,2021
17561,Consumer,2019
17562,Small Business,2020
17563,Consumer,2019
17564,Consumer,2020
17565,Small Business,2023
17566,Consumer,2020
17567,Consumer,2024
17568,Consumer,2021
17569,Consumer,2019
17570,Consumer,2023
17571,Small Business,2020
17572,Consumer,2025
17573,Enterprise,2022
17574,Consumer,2019
17575,Consumer,2020
17576,Consumer,2021
17577,Consumer,2022
17578,Consumer,2023
17579,Small Business,2021
17580,Small Business,2021
17581,Small Business,2025
17582,Consumer,2020
17583,Small Business,2024
17584,Consumer,2020
17585,Small Business,2020
17586,Small Business,2023
17587,Consumer,2019
17588,Consumer,2020
17589,Small Business,2024
17590,Consumer,2019
17591,Consumer,2020
17592,Enterprise,2024
17593,Consumer,2022
17594,Consumer,2021
17595,Consumer,2024
17596,Small Business,2025
17597,Consumer,2019
17598,Consumer,2022
17599,Consumer,2025
17600,Enterprise,2019
17601,Small Business,2021
17602,Consumer,2020
17603,Enterprise,2020
17604,Consumer,2025
17605,Enterprise,2023
17606,Consumer,2019
17607,Consumer,2021
17608,Small Business,2021
17609,Consumer,2025
17610,Consumer,2021
17611,Small Business,2019
17612,Consumer,2025
17613,Consumer,2019
17614,Consumer,2025
17615,Consumer,2021
17616,Consumer,2023
17617,Consumer,2022
17618,Consumer,2020
17619,Small Business,2022
17620,Consumer,2020
17621,Consumer,2022
17622,Consumer,2019
17623,Consumer,2020
17624,Consumer,2019
17625,Consumer,2023
17626,Consumer,2025
17627,Consumer,2019
17628,Consumer,2023
17629,Consumer,2022
17630,Small Business,2020
17631,Small Business,2023
17632,Enterprise,2024
17633,Consumer,2025
17634,Consumer,2019
17635,Consumer,2020
17636,Consumer,2022
17637,Consumer,2024
17638,Consumer,2020
17639,Consumer,2021
17640,Consumer,2022
17641,Consumer,2023
17642,Consumer,2020
17643,Consumer,2021
17644,Consumer,2019
17645,Consumer,2020
17646,Consumer,2025
17647,Consumer,2024
17648,Consumer,2025
17649,Enterprise,2025
17650,Consumer,2022
17651,Consumer,2020
17652,Consumer,2024
17653,Consumer,2025
17654,Consumer,2020
17655,Enterprise,2024
17656,Consumer,2021
17657,Consumer,2025
17658,Enterprise,2020
17659,Consumer,2023
17660,Consumer,2019
17661,Consumer,2025
17662,Consumer,2021
17663,Enterprise,2022
17664,Consumer,2024
17665,Small Business,2020
17666,Consumer,2024
17667,Small Business,2019
17668,Small Business,2022
17669,Small Business,2021
17670,Small Business,2022
17671,Consumer,2023
17672,Consumer,2023
17673,Consumer,2020
17674,Consumer,2025
17675,Consumer,2023
17676,Consumer,2020
17677,Small Business,2020
17678,Small Business,2021
17679,Enterprise,2025
17680,Consumer,2025
17681,Small Business,2020
17682,Small Business,2022
17683,Enterprise,2021
17684,Small Business,2024
17685,Consumer,2024
17686,Consumer,2022
17687,Enterprise,2021
17688,Consumer,2025
17689,Small Business,2021
17690,Small Business,2025
17691,Small Business,2019
17692,Small Business,2022
17693,Small Business,2022
17694,Small Business,2019
17695,Consumer,2019
17696,Consumer,2022
17697,Consumer,2024
17698,Consumer,2020
17699,Small Business,2025
17700,Small Business,2020
17701,Consumer,2019
17702,Consumer,2022
17703,Consumer,2019
17704,Small Business,2022
17705,Consumer,2019
17706,Consumer,2025
17707,Consumer,2023
17708,Consumer,2019
17709,Consumer,2025
17710,Small Business,2021
17711,Small Business,2022
17712,Consumer,2023
17713,Consumer,2021
17714,Consumer,2023
17715,Consumer,2020
17716,Consumer,2021
17717,Consumer,2023
17718,Consumer,2020
17719,Small Business,2021
17720,Consumer,2020
17721,Small Business,2019
17722,Consumer,2025
17723,Consumer,2025
17724,Consumer,2020
17725,Consumer,2024
17726,Consumer,2022
17727,Small Business,2020
17728,Small Business,2025
17729,Consumer,2019
17730,Consumer,2019
17731,Consumer,2021
17732,Small Business,2025
17733,Consumer,2021
17734,Consumer,2024
17735,Small Business,2025
17736,Small Business,2022
17737,Consumer,2019
17738,Consumer,2025
17739,Consumer,2024
17740,Consumer,2019
17741,Consumer,2023
17742,Small Business,2024
17743,Consumer,2022
17744,Small Business,2020
17745,Consumer,2025
17746,Small Business,2021
17747,Consumer,2019
17748,Consumer,2019
17749,Consumer,2022
17750,Consumer,2022
17751,Consumer,2023
17752,Consumer,2020
17753,Small Business,2019
17754,Small Business,2020
17755,Consumer,2019
17756,Consumer,2019
17757,Consumer,2023
17758,Consumer,2021
17759,Consumer,2020
17760,Consumer,2020
17761,Consumer,2024
17762,Consumer,2023
17763,Consumer,2019
17764,Consumer,2023
17765,Consumer,2023
17766,Small Business,2023
17767,Consumer,2024
17768,Consumer,2023
17769,Small Business,2023
17770,Consumer,2019
17771,Consumer,2025
17772,Consumer,2020
17773,Consumer,2024
17774,Consumer,2024
17775,Small Business,2022
17776,Consumer,2022
17777,Consumer,2025
17778,Consumer,2023
17779,Consumer,2020
17780,Small Business,2019
17781,Consumer,2019
17782,Small Business,2021
17783,Consumer,2023
17784,Consumer,2022
17785,Consumer,2024
17786,Consumer,2023
17787,Consumer,2023
17788,Consumer,2025
17789,Consumer,2019
17790,Consumer,2023
17791,Consumer,2021
17792,Enterprise,2024
17793,Consumer,2024
17794,Consumer,2023
17795,Consumer,2024
17796,Consumer,2025
17797,Consumer,2022
17798,Consumer,2024
17799,Consumer,2019
17800,Consumer,2020
17801,Consumer,2025
17802,Consumer,2020
17803,Enterprise,2019
17804,Consumer,2025
17805,Small Business,2021
17806,Consumer,2023
17807,Consumer,2024
17808,Small Business,2022
17809,Consumer,2019
17810,Small Business,2023
17811,Consumer,2023
17812,Consumer,2020
17813,Small Business,2023
17814,Consumer,2024
17815,Enterprise,2025
17816,Small Business,2022
17817,Consumer,2019
17818,Consumer,2025
17819,Small Business,2022
17820,Consumer,2023
17821,Small Business,2025
17822,Consumer,2020
17823,Consumer,2019
17824,Consumer,2025
17825,Small Business,2020
17826,Small Business,2021
17827,Consumer,2024
17828,Consumer,2024
17829,Consumer,2020
17830,Consumer,2020
17831,Consumer,2023
17832,Consumer,2021
17833,Consumer,2022
17834,Consumer,2024
17835,Consumer,2025
17836,Consumer,2023
17837,Consumer,2020
17838,Enterprise,2025
17839,Consumer,2022
17840,Consumer,2024
17841,Small Business,2023
17842,Consumer,2021
17843,Small Business,2023
17844,Consumer,2025
17845,Consumer,2024
17846,Consumer,2025
17847,Consumer,2019
17848,Consumer,2025
17849,Consumer,2021
17850,Consumer,2025
17851,Consumer,2022
17852,Small Business,2023
17853,Consumer,2024
17854,Enterprise,2024
17855,Consumer,2021
17856,Consumer,2023
17857,Consumer,2022
17858,Consumer,2021
17859,Small Business,2019
17860,Consumer,2024
17861,Consumer,2021
17862,Small Business,2020
17863,Consumer,2021
17864,Consumer,2022
17865,Small Business,2025
17866,Consumer,2021
17867,Consumer,2019
17868,Small Business,2020
17869,Consumer,2025
17870,Consumer,2024
17871,Consumer,2019
17872,Small Business,2022
17873,Consumer,2020
17874,Consumer,2022
17875,Consumer,2023
17876,Consumer,2022
17877,Consumer,2022
17878,Consumer,2023
17879,Consumer,2023
17880,Consumer,2020
17881,Consumer,2023
17882,Consumer,2022
17883,Consumer,2021
17884,Consumer,2020
17885,Consumer,2022
17886,Consumer,2025
17887,Enterprise,2022
17888,Consumer,2019
17889,Consumer,2020
17890,Consumer,2025
17891,Consumer,2024
17892,Consumer,2019
17893,Enterprise,2024
17894,Consumer,2019
17895,Consumer,2021
17896,Consumer,2025
17897,Consumer,2023
17898,Consumer,2023
17899,Small Business,2020
17900,Small Business,2021
17901,Consumer,2019
17902,Consumer,2023
17903,Consumer,2022
17904,Consumer,2020
17905,Consumer,2021
17906,Consumer,2019
17907,Enterprise,2019
17908,Consumer,2019
17909,Small Business,2021
17910,Small Business,2020
17911,Consumer,2020
17912,Consumer,2020
17913,Consumer,2025
17914,Small Business,2021
17915,Consumer,2022
17916,Small Business,2025
17917,Consumer,2025
17918,Consumer,2021
17919,Small Business,2024
17920,Consumer,2021
17921,Small Business,2020
17922,Consumer,2019
17923,Consumer,2021
17924,Consumer,2025
17925,Consumer,2020
17926,Small Business,2020
17927,Consumer,2020
17928,Consumer,2021
17929,Consumer,2021
17930,Consumer,2025
17931,Small Business,2025
17932,Consumer,2022
17933,Enterprise,2025
17934,Consumer,2021
17935,Consumer,2021
17936,Consumer,2024
17937,Consumer,2025
17938,Consumer,2019
17939,Small Business,2023
17940,Consumer,2021
17941,Small Business,2021
17942,Consumer,2023
17943,Consumer,2022
17944,Consumer,2025
17945,Consumer,2022
17946,Consumer,2025
17947,Small Business,2023
17948,Small Business,2023
17949,Consumer,2022
17950,Consumer,2021
17951,Consumer,2023
17952,Consumer,2022
17953,Consumer,2019
17954,Consumer,2025
17955,Small Business,2025
17956,Consumer,2023
17957,Consumer,2023
17958,Small Business,2020
17959,Consumer,2023
17960,Consumer,2025
17961,Enterprise,2019
17962,Consumer,2025
17963,Consumer,2021
17964,Consumer,2020
17965,Small Business,2025
17966,Consumer,2023
17967,Consumer,2024
17968,Consumer,2025
17969,Consumer,2019
17970,Consumer,2020
17971,Consumer,2020
17972,Small Business,2025
17973,Consumer,2022
17974,Small Business,2020
17975,Small Business,2023
17976,Small Business,2021
17977,Small Business,2023
17978,Consumer,2025
17979,Small Business,2020
17980,Consumer,2025
17981,Consumer,2024
17982,Consumer,2019
17983,Consumer,2021
17984,Consumer,2025
17985,Small Business,2024
17986,Consumer,2023
17987,Consumer,2023
17988,Consumer,2025
17989,Small Business,2019
17990,Consumer,2022
17991,Consumer,2021
17992,Small Business,2025
17993,Small Business,2024
17994,Consumer,2024
17995,Consumer,2019
17996,Consumer,2024
17997,Small Business,2024
17998,Consumer,2021
17999,Consumer,2025
18000,Consumer,2021
18001,Consumer,2023
18002,Consumer,2020
18003,Consumer,2022
18004,Consumer,2019
18005,Small Business,2019
18006,Consumer,2025
18007,Small Business,2023
18008,Consumer,2023
18009,Consumer,2021
18010,Consumer,2022
18011,Consumer,2023
18012,Small Business,2021
18013,Consumer,2021
18014,Small Business,2024
18015,Consumer,2022
18016,Consumer,2021
18017,Consumer,2022
18018,Consumer,2024
18019,Small Business,2022
18020,Consumer,2019
18021,Consumer,2024
18022,Small Business,2020
18023,Consumer,2019
18024,Consumer,2020
18025,Consumer,2019
18026,Consumer,2019
18027,Small Business,2023
18028,Consumer,2023
18029,Consumer,2021
18030,Enterprise,2023
18031,Consumer,2019
18032,Consumer,2021
18033,Enterprise,2023
18034,Consumer,2024
18035,Consumer,2020
18036,Small Business,2025
18037,Consumer,2021
18038,Enterprise,2024
18039,Consumer,2020
18040,Consumer,2023
18041,Consumer,2022
18042,Consumer,2022
18043,Small Business,2020
18044,Consumer,2022
18045,Consumer,2021
18046,Consumer,2021
18047,Consumer,2022
18048,Consumer,2020
18049,Consumer,2023
18050,Consumer,2019
18051,Enterprise,2020
18052,Small Business,2022
18053,Consumer,2019
18054,Small Business,2020
18055,Consumer,2021
18056,Consumer,2022
18057,Consumer,2021
18058,Small Business,2024
18059,Consumer,2022
18060,Consumer,2021
18061,Consumer,2022
18062,Consumer,2021
18063,Small Business,2019
18064,Consumer,2022
18065,Small Business,2021
18066,Consumer,2022
18067,Consumer,2022
18068,Small Business,2020
18069,Consumer,2022
18070,Consumer,2023
18071,Consumer,2020
18072,Consumer,2019
18073,Consumer,2020
18074,Consumer,2022
18075,Small Business,2023
18076,Small Business,2023
18077,Consumer,2024
18078,Consumer,2022
18079,Consumer,2025
18080,Small Business,2025
18081,Consumer,2019
18082,Small Business,2020
18083,Consumer,2021
18084,Consumer,2022
18085,Consumer,2020
18086,Consumer,2021
18087,Consumer,2019
18088,Consumer,2025
18089,Small Business,2024
18090,Consumer,2020
18091,Small Business,2021
18092,Consumer,2022
18093,Consumer,2022
18094,Consumer,2021
18095,Consumer,2022
18096,Consumer,2025
18097,Consumer,2022
18098,Consumer,2022
18099,Small Business,2020
18100,Consumer,2022
18101,Consumer,2023
18102,Small Business,2023
18103,Consumer,2022
18104,Enterprise,2023
18105,Consumer,2020
18106,Consumer,2019
18107,Consumer,2021
18108,Consumer,2020
18109,Consumer,2025
18110,Consumer,2020
18111,Consumer,2025
18112,Consumer,2021
18113,Consumer,2024
18114,Consumer,2023
18115,Consumer,2019
18116,Consumer,2025
18117,Consumer,2022
18118,Consumer,2022
18119,Consumer,2020
18120,Consumer,2020
18121,Small Business,2019
18122,Consumer,2022
18123,Consumer,2021
18124,Consumer,2022
18125,Consumer,2025
18126,Consumer,2023
18127,Small Business,2024
18128,Consumer,2023
18129,Enterprise,2020
18130,Small Business,2023
18131,Consumer,2025
18132,Consumer,2025
18133,Consumer,2019
18134,Small Business,2019
18135,Consumer,2025
18136,Consumer,2024
18137,Consumer,2019
18138,Consumer,2024
18139,Consumer,2025
18140,Small Business,2020
18141,Consumer,2020
18142,Small Business,2024
18143,Consumer,2021
18144,Consumer,2019
18145,Consumer,2023
18146,Consumer,2022
18147,Consumer,2020
18148,Consumer,2021
18149,Consumer,2022
18150,Small Business,2020
18151,Consumer,2019
18152,Small Business,2023
18153,Consumer,2021
18154,Consumer,2021
18155,Small Business,2021
18156,Small Business,2020
18157,Small Business,2022
18158,Small Business,2023
18159,Consumer,2022
18160,Enterprise,2022
18161,Consumer,2024
18162,Consumer,2019
18163,Consumer,2024
18164,Consumer,2024
18165,Consumer,2020
18166,Consumer,2025
18167,Consumer,2022
18168,Small Business,2021
18169,Consumer,2021
18170,Consumer,2025
18171,Consumer,2022
18172,Small Business,2025
18173,Small Business,2024
18174,Consumer,2022
18175,Small Business,2019
18176,Consumer,2025
18177,Small Business,2020
18178,Consumer,2024
18179,Consumer,2019
18180,Consumer,2024
18181,Consumer,2019
18182,Consumer,2019
18183,Consumer,2021
18184,Consumer,2024
18185,Consumer,2025
18186,Consumer,2020
18187,Consumer,2023
18188,Small Business,2024
18189,Consumer,2025
18190,Consumer,2020
18191,Enterprise,2019
18192,Consumer,2024
18193,Consumer,2019
18194,Consumer,2025
18195,Enterprise,2021
18196,Consumer,2022
18197,Consumer,2022
18198,Consumer,2022
18199,Small Business,2019
18200,Consumer,2020
18201,Small Business,2021
18202,Consumer,2020
18203,Consumer,2024
18204,Consumer,2025
18205,Small Business,2020
18206,Consumer,2024
18207,Consumer,2022
18208,Consumer,2024
18209,Consumer,2024
18210,Consumer,2024
18211,Consumer,2025
18212,Consumer,2023
18213,Consumer,2025
18214,Consumer,2022
18215,Consumer,2019
18216,Small Business,2021
18217,Consumer,2023
18218,Consumer,2019
18219,Consumer,2024
18220,Consumer,2024
18221,Consumer,2020
18222,Consumer,2025
18223,Enterprise,2024
18224,Consumer,2021
18225,Consumer,2025
18226,Consumer,2022
18227,Consumer,2022
18228,Consumer,2023
18229,Small Business,2025
18230,Small Business,2023
18231,Consumer,2022
18232,Consumer,2023
18233,Consumer,2024
18234,Consumer,2020
18235,Consumer,2022
18236,Small Business,2023
18237,Consumer,2020
18238,Consumer,2024
18239,Consumer,2019
18240,Consumer,2019
18241,Small Business,2021
18242,Small Business,2023
18243,Small Business,2019
18244,Small Business,2021
18245,Consumer,2020
18246,Consumer,2025
18247,Consumer,2024
18248,Consumer,2025
18249,Consumer,2021
18250,Consumer,2023
18251,Small Business,2021
18252,Consumer,2021
18253,Small Business,2022
18254,Small Business,2025
18255,Small Business,2025
18256,Consumer,2020
18257,Consumer,2021
18258,Consumer,2022
18259,Consumer,2024
18260,Consumer,2021
18261,Small Business,2019
18262,Consumer,2020
18263,Consumer,2021
18264,Enterprise,2025
18265,Consumer,2023
18266,Small Business,2020
18267,Consumer,2023
18268,Consumer,2024
18269,Consumer,2020
18270,Consumer,2024
18271,Consumer,2023
18272,Small Business,2023
18273,Small Business,2019
18274,Consumer,2019
18275,Consumer,2022
18276,Consumer,2021
18277,Consumer,2021
18278,Consumer,2025
18279,Consumer,2020
18280,Consumer,2021
18281,Consumer,2019
18282,Consumer,2019
18283,Small Business,2021
18284,Consumer,2024
18285,Consumer,2023
18286,Consumer,2023
18287,Consumer,2024
18288,Small Business,2023
18289,Consumer,2022
18290,Small Business,2021
18291,Consumer,2019
18292,Consumer,2021
18293,Consumer,2022
18294,Consumer,2020
18295,Consumer,2019
18296,Consumer,2023
18297,Consumer,2022
18298,Consumer,2025
18299,Consumer,2024
18300,Consumer,2024
18301,Consumer,2022
18302,Enterprise,2023
18303,Consumer,2025
18304,Consumer,2022
18305,Consumer,2020
18306,Consumer,2023
18307,Consumer,2019
18308,Consumer,2022
18309,Enterprise,2024
18310,Small Business,2024
18311,Consumer,2024
18312,Small Business,2023
18313,Consumer,2021
18314,Enterprise,2020
18315,Consumer,2022
18316,Enterprise,2022
18317,Consumer,2021
18318,Consumer,2020
18319,Small Business,2024
18320,Consumer,2022
18321,Consumer,2022
18322,Consumer,2024
18323,Consumer,2025
18324,Consumer,2024
18325,Consumer,2024
18326,Consumer,2020
18327,Small Business,2025
18328,Consumer,2024
18329,Small Business,2022
18330,Consumer,2019
18331,Small Business,2022
18332,Small Business,2023
18333,Small Business,2020
18334,Consumer,2021
18335,Consumer,2024
18336,Small Business,2023
18337,Consumer,2020
18338,Consumer,2025
18339,Consumer,2024
18340,Small Business,2019
18341,Consumer,2019
18342,Consumer,2023
18343,Small Business,2019
18344,Consumer,2023
18345,Consumer,2022
18346,Consumer,2024
18347,Consumer,2019
18348,Consumer,2025
18349,Consumer,2019
18350,Consumer,2022
18351,Small Business,2024
18352,Small Business,2019
18353,Small Business,2024
18354,Consumer,2023
18355,Consumer,2025
18356,Small Business,2022
18357,Consumer,2021
18358,Consumer,2024
18359,Consumer,2020
18360,Consumer,2024
18361,Consumer,2020
18362,Consumer,2024
18363,Consumer,2019
18364,Consumer,2021
18365,Consumer,2025
18366,Consumer,2022
18367,Small Business,2019
18368,Small Business,2025
18369,Enterprise,2023
18370,Consumer,2022
18371,Consumer,2025
18372,Consumer,2023
18373,Consumer,2023
18374,Consumer,2023
18375,Small Business,2020
18376,Consumer,2019
18377,Consumer,2023
18378,Enterprise,2024
18379,Consumer,2025
18380,Small Business,2019
18381,Consumer,2019
18382,Consumer,2025
18383,Small Business,2020
18384,Small Business,2022
18385,Small Business,2022
18386,Consumer,2020
18387,Consumer,2024
18388,Consumer,2024
18389,Consumer,2020
18390,Consumer,2024
18391,Consumer,2023
18392,Consumer,2020
18393,Small Business,2020
18394,Consumer,2019
18395,Consumer,2022
18396,Consumer,2022
18397,Consumer,2020
18398,Consumer,2023
18399,Consumer,2021
18400,Consumer,2020
18401,Consumer,2020
18402,Consumer,2022
18403,Consumer,2025
18404,Consumer,2022
18405,Consumer,2023
18406,Consumer,2025
18407,Consumer,2023
18408,Consumer,2024
18409,Consumer,2022
18410,Small Business,2019
18411,Consumer,2023
18412,Consumer,2023
18413,Small Business,2022
18414,Consumer,2022
18415,Small Business,2019
18416,Consumer,2022
18417,Small Business,2025
18418,Small Business,2020
18419,Enterprise,2023
18420,Consumer,2024
18421,Consumer,2024
18422,Consumer,2025
18423,Consumer,2020
18424,Small Business,2020
18425,Consumer,2021
18426,Small Business,2019
18427,Consumer,2019
18428,Consumer,2023
18429,Consumer,2021
18430,Consumer,2025
18431,Consumer,2024
18432,Consumer,2023
18433,Enterprise,2024
18434,Small Business,2020
18435,Small Business,2023
18436,Consumer,2025
18437,Consumer,2020
18438,Consumer,2022
18439,Consumer,2025
18440,Consumer,2022
18441,Small Business,2024
18442,Consumer,2019
18443,Small Business,2021
18444,Consumer,2019
18445,Consumer,2024
18446,Consumer,2023
18447,Small Business,2020
18448,Consumer,2024
18449,Small Business,2022
18450,Consumer,2024
18451,Small Business,2023
18452,Consumer,2025
18453,Consumer,2020
18454,Small Business,2022
18455,Small Business,2020
18456,Consumer,2023
18457,Consumer,2021
18458,Small Business,2023
18459,Consumer,2019
18460,Enterprise,2021
18461,Consumer,2022
18462,Consumer,2019
18463,Consumer,2019
18464,Consumer,2024
18465,Consumer,2022
18466,Small Business,2019
18467,Consumer,2019
18468,Consumer,2025
18469,Consumer,2020
18470,Small Business,2024
18471,Small Business,2020
18472,Consumer,2019
18473,Small Business,2024
18474,Consumer,2019
18475,Consumer,2024
18476,Small Business,2024
18477,Consumer,2025
18478,Consumer,2022
18479,Consumer,2025
18480,Consumer,2023
18481,Consumer,2019
18482,Consumer,2021
18483,Small Business,2019
18484,Consumer,2025
18485,Consumer,2021
18486,Enterprise,2022
18487,Small Business,2024
18488,Consumer,2022
18489,Consumer,2025
18490,Consumer,2025
18491,Consumer,2020
18492,Consumer,2024
18493,Consumer,2020
18494,Consumer,2023
18495,Consumer,2022
18496,Consumer,2025
18497,Consumer,2020
18498,Small Business,2025
18499,Consumer,2022
18500,Consumer,2024
18501,Consumer,2024
18502,Consumer,2024
18503,Consumer,2020
18504,Consumer,2020
18505,Small Business,2019
18506,Consumer,2025
18507,Consumer,2023
18508,Consumer,2025
18509,Consumer,2021
18510,Consumer,2023
18511,Consumer,2019
18512,Consumer,2023
18513,Consumer,2025
18514,Small Business,2023
18515,Consumer,2024
18516,Small Business,2022
18517,Consumer,2022
18518,Consumer,2020
18519,Consumer,2020
18520,Consumer,2023
18521,Consumer,2021
18522,Enterprise,2021
18523,Enterprise,2022
18524,Consumer,2022
18525,Consumer,2024
18526,Small Business,2025
18527,Small Business,2019
18528,Consumer,2019
18529,Consumer,2024
18530,Consumer,2025
18531,Consumer,2022
18532,Consumer,2022
18533,Consumer,2024
18534,Consumer,2025
18535,Consumer,2021
18536,Consumer,2020
18537,Consumer,2024
18538,Consumer,2019
18539,Consumer,2019
18540,Consumer,2023
18541,Small Business,2021
18542,Consumer,2022
